t,energy
0,2.468892395932589
0.02,2.449536993947043
0.04,2.430335602328481
0.06,2.411285125720844
0.08,2.392384092295189
0.1,2.37363126289856
0.12,2.355025452962832
0.14,2.336565500113537
0.16,2.318250255934632
0.18,2.300078583185262
0.2,2.282049354646169
0.22,2.264161452552444
0.24,2.246413768271543
0.26,2.228805202095815
0.28,2.211334663135649
0.3,2.19400106907268
0.32,2.176803346191908
0.34,2.159740429247666
0.36,2.142811261403355
0.3800000000000001,2.126014794106414
0.4000000000000001,2.109349987066873
0.4200000000000001,2.09281580816543
0.4400000000000001,2.076411233389726
0.4600000000000001,2.060135246741725
0.4800000000000001,2.0439868402438
0.5000000000000001,2.027965013803432
0.5200000000000001,2.012068775174097
0.5400000000000001,1.996297139892647
0.5600000000000002,1.980649131217442
0.5800000000000002,1.96512378006709
0.6000000000000002,1.949720124959831
0.6200000000000002,1.934437211954513
0.6400000000000002,1.919274094587633
0.6600000000000003,1.90422983381828
0.6800000000000003,1.889303497968196
0.7000000000000003,1.87449416266541
0.7200000000000003,1.859800910781173
0.7400000000000003,1.84522283237879
0.7600000000000003,1.830759024656905
0.7800000000000004,1.816408591890667
0.8000000000000004,1.802170645377301
0.8200000000000004,1.788044303381181
0.8400000000000004,1.774028691078952
0.8600000000000004,1.760122940505172
0.8800000000000004,1.746326190498623
0.9000000000000005,1.732637586648894
0.9200000000000005,1.719056281243423
0.9400000000000005,1.70558143321495
0.9600000000000005,1.692212208089382
0.9800000000000005,1.678947777917614
1,1.665787321272246
1.02,1.652730023149396
1.04,1.639775074934933
1.06,1.626921674353657
1.080000000000001,1.614169025419291
1.100000000000001,1.601516338384693
1.120000000000001,1.588962829693991
1.140000000000001,1.576507721933199
1.160000000000001,1.564150243800644
1.180000000000001,1.551889630001178
1.200000000000001,1.539725121259142
1.220000000000001,1.527655964250634
1.240000000000001,1.51568141155684
1.260000000000001,1.503800721617748
1.280000000000001,1.492013158686202
1.300000000000001,1.480317992782345
1.320000000000001,1.468714499647697
1.340000000000001,1.457201960702553
1.360000000000001,1.44577966299901
1.380000000000001,1.434446899177725
1.400000000000001,1.423202967423115
1.420000000000001,1.412047171420024
1.440000000000001,1.40097882031913
1.460000000000001,1.389997228678477
1.480000000000001,1.379101716430379
1.500000000000001,1.368291608838753
1.520000000000001,1.357566236456546
1.540000000000001,1.346924935084226
1.560000000000001,1.336367045728553
1.580000000000001,1.325891914561947
1.600000000000001,1.315498892881935
1.620000000000001,1.305187337070957
1.640000000000001,1.294956608556503
1.660000000000001,1.28480607377157
1.680000000000001,1.274735104115416
1.700000000000001,1.264743075924092
1.720000000000001,1.254829370403805
1.740000000000001,1.244993373620035
1.760000000000001,1.235234476450479
1.780000000000001,1.225552074548159
1.800000000000001,1.21594556830243
1.820000000000001,1.206414362803154
1.840000000000001,1.196957867803458
1.860000000000001,1.187575497675519
1.880000000000001,1.178266671398236
1.900000000000001,1.169030812496421
1.920000000000001,1.159867349013626
1.940000000000001,1.150775713476718
1.960000000000001,1.141755342860738
1.980000000000001,1.132805678554033
2.000000000000001,1.123926166323661
2.020000000000001,1.115116256281526
2.040000000000001,1.1063754028488
2.060000000000001,1.097703064723841
2.080000000000001,1.089098704848017
2.100000000000001,1.080561790372446
2.120000000000001,1.072091792625711
2.140000000000001,1.063688187078939
2.160000000000001,1.055350453314863
2.180000000000001,1.047078074996897
2.200000000000002,1.038870539835066
2.220000000000002,1.030727339554999
2.240000000000002,1.022647969866431
2.260000000000002,1.014631930432128
2.280000000000002,1.006678724836676
2.300000000000002,0.9987878605558342
2.320000000000002,0.9909588489260395
2.340000000000002,0.9831912051141344
2.360000000000002,0.9754844480873478
2.380000000000002,0.9678381005835026
2.400000000000002,0.9602516890770801
2.420000000000002,0.9527247437626225
2.440000000000002,0.9452567985134257
2.460000000000002,0.9378473908565529
2.480000000000002,0.9304960614452249
2.500000000000002,0.9232023560302207
2.520000000000002,0.91596582242597
2.540000000000002,0.9087860124903769
2.560000000000002,0.9016624815940998
2.580000000000002,0.8945947885971071
2.600000000000002,0.8875824958085061
2.620000000000002,0.8806251689728313
2.640000000000002,0.8737223772385416
2.660000000000002,0.8668736931313358
2.680000000000002,0.8600786925276813
2.700000000000002,0.8533369546285483
2.720000000000002,0.8466480619333523
2.740000000000002,0.8400116002138838
2.760000000000002,0.8334271584893422
2.780000000000002,0.8268943290001457
2.800000000000002,0.8204127071829493
2.820000000000002,0.8139818916451161
2.840000000000002,0.8076014841413056
2.860000000000002,0.8012710895477523
2.880000000000002,0.7949903158370384
2.900000000000002,0.7887587740551028
2.920000000000002,0.7825760782967138
2.940000000000002,0.7764418456815677
2.960000000000002,0.7703556963305911
2.980000000000002,0.7643172533423468
3.000000000000002,0.7583261427697741
3.020000000000002,0.7523819935970139
3.040000000000002,0.7464844377164225
3.060000000000002,0.7406331099057748
3.080000000000002,0.7348276478056481
3.100000000000002,0.7290676918969807
3.120000000000002,0.7233528854810158
3.140000000000002,0.7176828746507494
3.160000000000002,0.7120573082752649
3.180000000000002,0.7064758379759569
3.200000000000002,0.7009381181050759
3.220000000000002,0.6954438057241701
3.240000000000002,0.6899925605829187
3.260000000000002,0.6845840450980823
3.280000000000002,0.6792179243304648
3.300000000000002,0.6738938659707674
3.320000000000003,0.6686115403121958
3.340000000000003,0.6633706202323709
3.360000000000003,0.6581707811730682
3.380000000000003,0.6530117011201202
3.400000000000003,0.6478930605834751
3.420000000000003,0.6428145425774086
3.440000000000003,0.6377758326010385
3.460000000000003,0.6327766186183826
3.480000000000003,0.6278165910395496
3.500000000000003,0.6228954427013716
